Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX
San Clemente,M01-099-1,9/15/2022,Flowing,Yes,Priority,56,,,0.006,Below Average Discharge,,,,,,,,,,33.45679464,-117.6422838
San Clemente,M01-099-1,9/15/2022,Flowing,Yes,Priority,56,5169,0.02625,,Below Average Discharge,Not present,Not present,Leaf litter; 1.7 l in 10 sec,Not Present (0 Items),,,,None,Direct Connection,33.45679464,-117.6422838
San Clemente,M01-124-2,7/26/2022,Flowing,Yes,Priority,48,,,0.004,Below Average Discharge,,,,,,,,,,33.45679407,-117.6422063
San Clemente,M01-124-2,7/26/2022,Flowing,Yes,Priority,48,17028,0.006,,Below Average Discharge,Not present,Not present,Volumetric 500 in 5 sec,Not Present (0 Items),,,,,Direct Connection,33.45679407,-117.6422063
San Clemente,M01-124-2,9/15/2022,Flowing,Yes,Priority,48,,,0.002,Below Average Discharge,,,,,,,,,,33.45679407,-117.6422063
San Clemente,M01-124-2,9/15/2022,Flowing,Yes,Priority,48,17562,0.006,,Below Average Discharge,Not present,Not present,.6 l in 10 sec,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.45679407,-117.6422063
San Clemente,M01-124-4,7/26/2022,Pooled or Ponded,Unknown,,,,,,20% Or More Above Average Discharge,Not present,Not present,Landscaping debris indicate early discharge,,,,,,Direct Connection,33.46509434,-117.6391214
San Clemente,M01-124-4,9/15/2022,Flowing,Unknown,,,4490,0.0012,,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Partial - Significant Distance,33.46509434,-117.6391214
San Clemente,M02-013-1,7/26/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Not present,overgrown vegetation,,,,,,Undetermined,33.47448662,-117.5975708
San Clemente,M02-013-1,8/30/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Undetermined,33.47448662,-117.5975708
San Clemente,M02-013-1,9/15/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,Not present,Cond of curb runoff: 2214,Moderate (11-50 Items),In flow path of outfall,,,Overgrown,Undetermined,33.47448662,-117.5975708
San Clemente,M02-015-1,7/20/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,Undetermined,33.47815722,-117.5832457
San Clemente,M02-015-1,8/24/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,"Brown ""tea"" tint",Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.47815722,-117.5832457
San Clemente,M02-028-2 (M02P08),7/26/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,"Brown ""tea"" tint",Fish in pooled water,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.46680966,-117.5817434
San Clemente,M02-028-2 (M02P08),8/30/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,very thin sheen layer,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.46680966,-117.5817434
San Clemente,M02-032-1,6/30/2022,Flowing,Yes,Priority,70,3939,0.10395,,20% Or More Above Average Discharge,Not present,Not present,Trash,Abundant (>50 Items),Within area surrounding outfall,Yes,,Other - See Comments,Direct Connection,33.45754739,-117.6008317
San Clemente,M02-032-1,9/8/2022,Flowing,Yes,Priority,70,4376,0.285,,20% Or More Above Average Discharge,Not present,Not present,Turb 5.76,Abundant (>50 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.45754739,-117.6008317
San Clemente,M02-052-2,7/28/2022,Flowing,Yes,Not A Priority,,,0.106,,Below Average Discharge,,,,,,Yes,,,,33.45120321,-117.6098879
San Clemente,M02-052-2,7/28/2022,Flowing,Yes,Not A Priority,,4613,0.63083,,Below Average Discharge,Not present,"Brown ""tea"" tint",Measurements collected from notch,Moderate (11-50 Items),In flow path of outfall,Yes,,Sediment,Direct Connection,33.45120321,-117.6098879
San Clemente,M02-052-2,9/8/2022,Flowing,Yes,Not A Priority,,,,,Below Average Discharge,,,,,,Yes,,,,33.45120321,-117.6098879
San Clemente,M02-052-2,9/8/2022,Flowing,Yes,Not A Priority,,6187,0.52,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,,Direct Connection,33.45120321,-117.6098879
San Clemente,M02-052-3,7/28/2022,Flowing,Yes,Priority,48,,,0.002,Below Average Discharge,,,,,,,,,,33.45125039,-117.6097932
San Clemente,M02-052-3,7/28/2022,Flowing,Yes,Priority,48,2097,,,Below Average Discharge,Not present,Yellow tint,Volume measurement: 0.250 L in 5 seconds,Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,,33.45125039,-117.6097932
San Clemente,M02-052-3,9/8/2022,,Yes,Priority,48,2278,,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.45125039,-117.6097932
San Clemente,M02-052-3,9/8/2022,Flowing,Yes,Priority,48,,,0.002,Below Average Discharge,,,"Right pipe 
Conductivity - 22278",,,,,,,33.45125039,-117.6097932
San Clemente,M02-052-4,7/28/2022,Flowing,Yes,Priority,47,4429,,,20% Or More Above Average Discharge,Not present,Not present,vol - 0.6 L per 10 sec,Abundant (>50 Items),In flow path of outfall,,,Graffiti,Direct Connection,33.45128562,-117.6097226
San Clemente,M02-052-4,9/8/2022,,Yes,Priority,47,,,0.002,20% Or More Above Average Discharge,,,,,,,,,,33.45128562,-117.6097226
San Clemente,M02-052-4,9/8/2022,Flowing,Yes,Priority,47,,,0.01,20% Or More Above Average Discharge,,,"Left pipe 
Conductivity - 4054",,,,,,,33.45128562,-117.6097226
San Clemente,M02-052-4,9/8/2022,Flowing,Yes,Priority,47,4054,,,20% Or More Above Average Discharge,Not present,Not present,Flow splattering,Moderate (11-50 Items),Within area surrounding outfall,,,None,Direct Connection,33.45128562,-117.6097226
San Clemente,M02-061-4 (SCBS@M02),7/20/2022,Flowing,Yes,Priority,45,13373,0.007097,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.43367715,-117.627257
San Clemente,M02-061-4 (SCBS@M02),8/24/2022,Flowing,Yes,Priority,45,19831,,,Below Average Discharge,Not present,Not present,algae in the flow of path. Not able to measure floating leaf velocity. Volumetric measurement: 0.1 L in 10 secs.,Sparse (<10 Items),In flow path of outfall,,,Other - See Comments,Direct Connection,33.43367715,-117.627257
San Clemente,M02-061-5,7/20/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Ducks in receiving waters.,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.43438104,-117.6263976
San Clemente,M02-061-5,8/24/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Ducks in receiving water,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.43438104,-117.6263976
San Clemente,M02-061-6,7/20/2022,Flowing,Yes,Priority,34,,,,Below Average Discharge,Not present,Not present,Many small critters in the path of flow,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.43589655,-117.6245973
San Clemente,M02-061-6,8/24/2022,Flowing,Yes,Priority,34,10219,,,Below Average Discharge,Not present,Clear,Tiny bugs in the flow of outfall. No enough flow to measure velocity or volume of discharge.,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.43589655,-117.6245973
San Clemente,M02-061-7,7/20/2022,Flowing,Yes,,,,,,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.433376,-117.631307
San Clemente,M02-085-1 (M02P06),6/30/2022,Flowing,Yes,Priority,61,,,0.016,Below Average Discharge,,,,,,Yes,,,,33.4583462,-117.5945829
San Clemente,M02-085-1 (M02P06),6/30/2022,Flowing,Yes,Priority,61,7636,0.012329,,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",,Not Present (0 Items),,Yes,,None,Direct Connection,33.4583462,-117.5945829
San Clemente,M02-085-1 (M02P06),9/8/2022,Flowing,Yes,Priority,61,,,0.011,Below Average Discharge,,,,,,Yes,,,,33.4583462,-117.5945829
San Clemente,M02-085-1 (M02P06),9/8/2022,Flowing,Yes,Priority,61,9389.8,0.012625,,Below Average Discharge,"Brown ""tea"" tint",Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,,None,Direct Connection,33.4583462,-117.5945829
San Clemente,M02-085-2,6/30/2022,Flowing,Yes,Priority,33,,,0.027,Below Average Discharge,,,,,,Yes,,,,33.45804389,-117.59425
San Clemente,M02-085-2,6/30/2022,Flowing,Yes,Priority,33,3045,0.134266,,Below Average Discharge,Yellow tint,Not present,Sediment in area surrounding outfall,Moderate (11-50 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.45804389,-117.59425
San Clemente,M02-085-2,9/8/2022,Flowing,Yes,Priority,33,,,0.032,Below Average Discharge,,,,,,Yes,,,,33.45804389,-117.59425
San Clemente,M02-085-2,9/8/2022,Flowing,Yes,Priority,33,3174.4,0.108,,Below Average Discharge,Not present,Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.45804389,-117.59425
San Clemente,M02-086-1,7/26/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,"Pictures taken from trail, path to outfall has overgrown vegetation",,,,,,None - Flow Infiltrates or Outfall is Dry,33.47727634,-117.5999451
San Clemente,M02-086-1,8/30/2022,Other - See Comments,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,"Observed from path, inaccessible due to dense vegetation; appears to be dry",,,,,,,33.47727634,-117.5999451
San Clemente,M02-102-1,7/20/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Surface scum,Not present,Encampments; insects flying around kelp; seagulls; possible connection at high tide; light colored film on surface,Abundant (>50 Items),Within area surrounding outfall,,,Other - See Comments,Partial - Significant Distance,33.43161834,-117.6327248
San Clemente,M02-102-1,9/23/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Not present,Not present,Transients,Abundant (>50 Items),Within area surrounding outfall,,,Other - See Comments,Partial - Significant Distance,33.43161834,-117.6327248
San Clemente,M02-142-1,7/20/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.43629495,-117.6241175
San Clemente,M02-142-1,8/24/2022,Other - See Comments,Unknown,Not A Priority,,,,,Equal,Not present,Not present,outfall has been cemented over.,,,,,,,33.43629495,-117.6241175
San Clemente,SC02-072-1,7/19/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Grass in path and outfall,Sparse (<10 Items),,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.40068822,-117.6029854
San Clemente,SC02-072-1,8/30/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.40068822,-117.6029854
San Clemente,SC03-067-1,7/19/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.40519078,-117.6066121
San Clemente,SC03-067-1,8/30/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.40519078,-117.6066121
San Clemente,SC05-073-1,7/19/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),,,,,Direct Connection,33.41311138,-117.6138438
San Clemente,SC05-073-3,7/19/2022,Flowing,Yes,Not A Priority,,1725,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Partial - Significant Distance,33.41574234,-117.6123872
San Clemente,SC05-073-3,8/8/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.41574234,-117.6123872
San Clemente,SC06-146-1 (M00P02),7/19/2022,Flowing,Yes,Not A Priority,,3390,0.003651,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.41717441,-117.6177796
San Clemente,SC06-146-1 (M00P02),8/8/2022,Pooled or Ponded,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.41717441,-117.6177796
San Clemente,SC06-146-2 (M00P02),7/19/2022,Flowing,Yes,Not A Priority,,,0.075,,20% Or More Above Average Discharge,Not present,Not present,Inaccessible dissipator - estimate flow measurements,Abundant (>50 Items),In flow path of outfall,,,,Direct Connection,33.41781803,-117.617891
San Clemente,SC06-146-2 (M00P02),8/8/2022,Flowing,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,Didn?t have waders to take flow measurements. Pictures did not load,Abundant (>50 Items),In flow path of outfall,,,,Direct Connection,33.41781803,-117.617891
San Clemente,SC07-079-4,7/20/2022,Flowing,Yes,Not A Priority,,7382,0.0075,,Below Average Discharge,Not present,Yellow tint,Cracks along outfall. Discharges into ocean,Not Present (0 Items),,,,Damaged,Direct Connection,33.4250565,-117.6261187
San Clemente,SC07-079-4,9/23/2022,Flowing,Yes,Not A Priority,,8100,0.006,,Below Average Discharge,Not present,Not present,Seepage from hillside.  Waves crashing on rocks at beach,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.4250565,-117.6261187
San Clemente,SC07-079-5,7/20/2022,Flowing,Yes,Not A Priority,,3710,,,20% Or More Above Average Discharge,Not present,Clear,Rocks in path of flow. Cannot accurately read flow velocity and discharge,Sparse (<10 Items),In flow path of outfall,,,Other - See Comments,Partial - Significant Distance,33.42428978,-117.6252889
San Clemente,SC07-079-5,9/23/2022,Flowing,Yes,Not A Priority,,2006,0.0144,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),,,,,Direct Connection,33.42428978,-117.6252889
Dana Point,SC10-075-1 (M00P05),7/12/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.45357005,-117.6649535
Dana Point,SC10-075-1 (M00P05),9/23/2022,Flowing,Yes,Not A Priority,,7520,0.006,,Below Average Discharge,Not present,Not present,Algae on beachside of road scooped out recently from the channel,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.45357005,-117.6649535
Dana Point,SC11-026-1 (M00P01),7/12/2022,Dry,Unknown,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.45392453,-117.6664841
Dana Point,SC11-026-1 (M00P01),9/23/2022,Flowing,Unknown,Not A Priority,,,,0.008,20% Or More Above Average Discharge,,,,,,,,,,33.45392453,-117.6664841
Dana Point,SC11-026-1 (M00P01),9/23/2022,Flowing,Unknown,Not A Priority,,8660,0.099,,20% Or More Above Average Discharge,Not present,Not present,1.2 l in 5 sec,Not Present (0 Items),,,,,Partial - Significant Distance,33.45392453,-117.6664841
Dana Point,SC11-035-1d,7/12/2022,Other - See Comments,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Inaccessible- could not access outfall structure,,,,,,,33.45964061,-117.6756723
Dana Point,SC11-035-1d,9/23/2022,Other - See Comments,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Cannot view outfall; possibly buried,Not Present (0 Items),,,,Sediment,,33.45964061,-117.6756723
Dana Point,SC11-035-2d,7/12/2022,Dry,Unknown,,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.45863064,-117.673995
Dana Point,SC11-035-2d,9/23/2022,Other - See Comments,Unknown,,,,,,Equal,Not present,Not present,"Outfall mostly buried, only top sliver visible.",Not Present (0 Items),,,,Sediment,Partial - Significant Distance,33.45863064,-117.673995
Dana Point,SC11-035-3d,7/12/2022,Dry,Unknown,,,,,,Equal,Not present,Not present,Almost submerged in the sand,Sparse (<10 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.45703154,-117.6711216
Dana Point,SC11-035-3d,9/23/2022,Dry,Unknown,,,,,,Equal,Not present,Not present,Rusted CMP mostly buried,Not Present (0 Items),,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.45703154,-117.6711216
Dana Point,SC11-130-2,7/12/2022,Other - See Comments,Unknown,,,,,,Below Average Discharge,Not present,Not present,Outfall covered with sand and rocks,,,,,,,33.455718,-117.669171
Dana Point,SC11-130-2,9/23/2022,Pooled or Ponded,Unknown,,,10000,,,Below Average Discharge,Not present,Not present,Cannot see outfall; buried in sand.  Ponded upstream,Not Present (0 Items),,,,,Partial - Significant Distance,33.455718,-117.669171
San Clemente,SC12-068-2,7/19/2022,Flowing,Yes,Not A Priority,,8810,0.006217,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.42061031,-117.6210164
San Clemente,SC12-068-2,9/23/2022,Flowing,Yes,Not A Priority,,5800,0.021,,20% Or More Above Average Discharge,Not present,Not present,Kelp near and inside pipe; dead bird buried at outlet; bird footprints,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Partial - Significant Distance,33.42061031,-117.6210164
San Clemente,SC12-068-4,7/19/2022,Flowing,Unknown,Not A Priority,,1463,0.000308,,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,,Partial - Significant Distance,33.41953035,-117.6202019
San Clemente,SC12-068-4,8/8/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Kelp inside pipe,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.41953035,-117.6202019
San Clemente,SM01-086-1 (M03P01),7/26/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,"Brown ""tea"" tint",Surrounded by overgrown vegetation,,,,,Overgrown,Undetermined,33.45603356,-117.5736422
San Clemente,SM01-086-1 (M03P01),9/15/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,"Brown ""tea"" tint",Flowing water heard back in pipe,Sparse (<10 Items),Within area surrounding outfall,,,Overgrown,Undetermined,33.45603356,-117.5736422
San Clemente,SM01-086-2,7/26/2022,Other - See Comments,Unknown,Not A Priority,,,,,Equal,Not present,Not present,"Unaccessible due to overgrown vegetation, photo taken from paved path",,,,,Overgrown,Undetermined,33.45608122,-117.5732708
