Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX,Date
San Clemente,SM01-086-1 (M03P01),7/26/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,"Brown ""tea"" tint",Surrounded by overgrown vegetation,,,,,Overgrown,Undetermined,33.45603356,-117.5736422,2022-07-26
San Clemente,SM01-086-1 (M03P01),9/15/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,"Brown ""tea"" tint",Flowing water heard back in pipe,Sparse (<10 Items),Within area surrounding outfall,,,Overgrown,Undetermined,33.45603356,-117.5736422,2022-09-15
San Clemente,SM01-086-2,7/26/2022,Other - See Comments,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,"Unaccessible due to overgrown vegetation, photo taken from paved path",,,,,Overgrown,Undetermined,33.45608122,-117.5732708,2022-07-26
San Clemente,SM01-086-2,9/15/2022,Other - See Comments,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Cannot access - overgrown vegetation and wire fence surrounding,,,,,,Undetermined,33.45608122,-117.5732708,2022-09-15
San Juan Capistrano,L01-556-1,7/28/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,Undetermined,33.50553072,-117.6451428,2022-07-28
San Juan Capistrano,L01-556-1,8/10/2022,Flowing,Yes,Not A Priority,NA,1750,0.011494,NA,20% Or More Above Average Discharge,Not present,Not present,Sediment blocking the flow. Volumetric: .25 in 10s,Not Present (0 Items),,,,,Undetermined,33.50553072,-117.6451428,2022-08-10
San Juan Capistrano,L01-601-1,6/28/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,covered with metal door,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.48172393,-117.677888,2022-06-28
San Juan Capistrano,L01-601-1,9/14/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Green streaks,Not present,Minor puddles,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.48172393,-117.677888,2022-09-14
San Juan Capistrano,L01-602-2,8/10/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,"Brown ""tea"" tint",Not present,,Moderate (11-50 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.49828674,-117.6536768,2022-08-10
San Juan Capistrano,L01-618-1,7/28/2022,Pooled or Ponded,Yes,Not A Priority,NA,1670,NA,NA,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.5000465,-117.6521706,2022-07-28
San Juan Capistrano,L01-618-1,8/10/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.5000465,-117.6521706,2022-08-10
San Juan Capistrano,L01-618-2,7/13/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Green tint,Not present,,Not Present (0 Items),,,,,Undetermined,33.50048772,-117.6503658,2022-07-13
San Juan Capistrano,L01-618-2,8/10/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,Undetermined,33.50048772,-117.6503658,2022-08-10
San Juan Capistrano,L01-618-3,8/10/2022,Other - See Comments,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,inaccessible,,,,,Overgrown,Undetermined,33.50155524,-117.6500212,2022-08-10
San Juan Capistrano,L01-618-4,7/13/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Dried arundo,Not Present (0 Items),,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.5025008,-117.6485177,2022-07-13
San Juan Capistrano,L01-618-4,8/10/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,,,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.5025008,-117.6485177,2022-08-10
San Juan Capistrano,L01-618-5 (L01S09),7/13/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"encampment, hose, 5 gallon water jug",Abundant (>50 Items),In flow path of outfall,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.501988,-117.64812,2022-07-13
San Juan Capistrano,L01-618-5 (L01S09),8/10/2022,Flowing,Yes,Not A Priority,NA,1418,0.004101,NA,Below Average Discharge,Not present,Not present,Barely flowing. Center velocity above. 8.13 velocity for right. 7.32 velocity for left,Abundant (>50 Items),In flow path of outfall,,,Graffiti,Direct Connection,33.501988,-117.64812,2022-08-10
San Juan Capistrano,L01-724-1 (L01S01),6/22/2022,Flowing,Yes,Priority,36,7450,0.07102,NA,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,,Moderate (11-50 Items),In flow path of outfall,Yes,,Graffiti,Partial - Significant Distance,33.48318609,-117.6770626,2022-06-22
San Juan Capistrano,L01-724-1 (L01S01),9/6/2022,Flowing,Yes,Priority,36,6180,0.1188,NA,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,"Yellow tint, foam, mud snails",Not Present (0 Items),,Yes,,Graffiti,Partial - Significant Distance,33.48318609,-117.6770626,2022-09-06
San Juan Capistrano,L01-724-2,9/6/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.48347973,-117.6772035,2022-09-06
San Juan Capistrano,L01-724-4 (L01P03),6/22/2022,Flowing,Yes,Priority,40,2815,0.092975,NA,Below Average Discharge,Not present,Not present,Yellow tinted water,Moderate (11-50 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.4847041,-117.675358,2022-06-22
San Juan Capistrano,L01-724-4 (L01P03),9/6/2022,Flowing,Yes,Priority,40,5108.6,0.08,NA,Below Average Discharge,Not present,Not present,Yellow tint,Sparse (<10 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.4847041,-117.675358,2022-09-06
San Juan Capistrano,L01-726-8,6/28/2022,Flowing,Unknown,Not A Priority,NA,NA,0.005769,NA,Below Average Discharge,Not present,Not present,also closed with metal door,Sparse (<10 Items),In flow path of outfall,,,None,Partial - Significant Distance,33.47849535,-117.6786837,2022-06-28
San Juan Capistrano,L01-726-8,9/14/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Yellow tint,"Minor dripping from covered pipe.  No flow across apron, just ponding",Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47849535,-117.6786837,2022-09-14
San Juan Capistrano,L01-726-9,6/28/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,closed by a concrete door,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47841897,-117.6781053,2022-06-28
San Juan Capistrano,L01-726-9,9/14/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47841897,-117.6781053,2022-09-14
San Juan Capistrano,L01-747-1,7/28/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Yellow tint,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.5089042,-117.6345061,2022-07-28
San Juan Capistrano,L01-747-1,8/10/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Yellow tint,Not present,Frogs,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.5089042,-117.6345061,2022-08-10
San Juan Capistrano,L01-747-2,7/28/2022,Flowing,Yes,Not A Priority,NA,NA,0.016,0.02,20% Or More Above Average Discharge,,,,,,,,,,33.51061235,-117.6330118,2022-07-28
San Juan Capistrano,L01-747-2,7/28/2022,Flowing,Yes,Not A Priority,NA,1732,0.069903,NA,20% Or More Above Average Discharge,Green tint,Not present,"Metal grate dumped on slope, vol - 2.8 L per 5 sec",Moderate (11-50 Items),Within area surrounding outfall,,,Other - See Comments,Undetermined,33.51061235,-117.6330118,2022-07-28
San Juan Capistrano,L01-747-2,8/10/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Partial - Significant Distance,33.51061235,-117.6330118,2022-08-10
San Juan Capistrano,L01-748-1,7/13/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,filter clogged w dirt,Moderate (11-50 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.50404847,-117.6428321,2022-07-13
San Juan Capistrano,L01-748-1,8/10/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.50404847,-117.6428321,2022-08-10
San Juan Capistrano,L01-748-2,7/13/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),In flow path of outfall,,,,,33.50406011,-117.6428152,2022-07-13
San Juan Capistrano,L01-748-2,8/10/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Yellow tint,Not present,,Sparse (<10 Items),In flow path of outfall,,,,,33.50406011,-117.6428152,2022-08-10
San Juan Capistrano,L01-749-2d,6/22/2022,Flowing,Yes,,NA,5528,0.08,NA,Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Undetermined,33.50766038,-117.640286,2022-06-22
San Juan Capistrano,L01-749-2d,8/10/2022,Pooled or Ponded,Yes,,NA,NA,NA,NA,Above Average Discharge,Not present,Not present,Couldn?t find the structure think it was overgrown but saw the scour pond.,Not Present (0 Items),,,,,Undetermined,33.50766038,-117.640286,2022-08-10
San Juan Capistrano,L01-749-2d,9/6/2022,Flowing,Yes,,NA,8323.1,0.083505,NA,Above Average Discharge,Not present,Not present,Yellow water,Sparse (<10 Items),Within area surrounding outfall,,,,Undetermined,33.50766038,-117.640286,2022-09-06
San Juan Capistrano,L01-749-2d,9/6/2022,Pooled or Ponded,Yes,,NA,NA,NA,NA,Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Undetermined,33.50766038,-117.640286,2022-09-06
San Juan Capistrano,L01-749-3,7/13/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Dead trees block outfall,Sparse (<10 Items),Within area surrounding outfall,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.50819651,-117.6389212,2022-07-13
San Juan Capistrano,L01-749-3,8/10/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,"Very overgrown, tree fell on it. Very muddy tho.",Moderate (11-50 Items),,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.50819651,-117.6389212,2022-08-10
San Juan Capistrano,L01-749-5,7/13/2022,Pooled or Ponded,Unknown,,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,sediment and dead biomatter clogging outfall,Moderate (11-50 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.509183,-117.636421,2022-07-13
San Juan Capistrano,L01-749-5,8/11/2022,Dry,Unknown,,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.509183,-117.636421,2022-08-11
San Juan Capistrano,L01-766-2 (L01S06),7/13/2022,Flowing,Yes,Not A Priority,NA,NA,NA,0.016,20% Or More Above Average Discharge,,,,,,,Yes,,,33.48591622,-117.6721518,2022-07-13
San Juan Capistrano,L01-766-2 (L01S06),7/13/2022,Flowing,Yes,Not A Priority,NA,4384,0.212389,NA,20% Or More Above Average Discharge,Not present,"Brown ""tea"" tint",Sofa in path of flow,Sparse (<10 Items),In flow path of outfall,,Yes,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.48591622,-117.6721518,2022-07-13
San Juan Capistrano,L01-766-2 (L01S06),8/10/2022,Flowing,Yes,Not A Priority,NA,NA,0.45,0.014,20% Or More Above Average Discharge,,,,,,,Yes,,,33.48591622,-117.6721518,2022-08-10
San Juan Capistrano,L01-766-2 (L01S06),8/10/2022,Flowing,Yes,Not A Priority,NA,1999,0.450626,NA,20% Or More Above Average Discharge,Not present,Not present,Large couch inside outfall. Center vel: 5.34 Left vel: 7.62 Right vel: 8.62. Volumetric: 3.9L for 10 sec,Sparse (<10 Items),In flow path of outfall,,Yes,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.48591622,-117.6721518,2022-08-10
San Juan Capistrano,L01-766-3,7/13/2022,Dry,Unknown,Priority,9,NA,NA,NA,Above Average Discharge,Not present,Not present,Homeless clearly live here,Abundant (>50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.48601029,-117.6702887,2022-07-13
San Juan Capistrano,L01-766-3,9/28/2022,Flowing,Unknown,Priority,9,NA,NA,0.006,Above Average Discharge,,,,,,,,,,33.48601029,-117.6702887,2022-09-28
San Juan Capistrano,L01-766-3,9/28/2022,Flowing,Unknown,Priority,9,1607,0.008571,NA,Above Average Discharge,Green tint,Not present,1.75 l in 10 sec,Abundant (>50 Items),Within area surrounding outfall,,,,Direct Connection,33.48601029,-117.6702887,2022-09-28
San Juan Capistrano,L01-766-4,7/13/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,,,,,,,,,,33.487744,-117.6675898,2022-07-13
San Juan Capistrano,L01-766-4,7/13/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.487744,-117.6675898,2022-07-13
San Juan Capistrano,L01-766-4,8/11/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.487744,-117.6675898,2022-08-11
San Juan Capistrano,L01-766-5,7/13/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,covered,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.48754274,-117.6667953,2022-07-13
San Juan Capistrano,L01-766-5,8/10/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,covered by manhole,Abundant (>50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.48754274,-117.6667953,2022-08-10
San Juan Capistrano,L01-766-7,6/28/2022,Flowing,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.49229639,-117.663183,2022-06-28
San Juan Capistrano,L01-766-7,8/10/2022,Flowing,Unknown,Not A Priority,NA,NA,0,NA,Below Average Discharge,,,,,,,,,,33.49229639,-117.663183,2022-08-10
San Juan Capistrano,L01-766-7,8/10/2022,Flowing,Unknown,Not A Priority,NA,932,2.62e-4,NA,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.49229639,-117.663183,2022-08-10
San Juan Capistrano,L01-766-8,6/28/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.49262805,-117.6623525,2022-06-28
San Juan Capistrano,L01-766-8,8/10/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.49262805,-117.6623525,2022-08-10
San Juan Capistrano,L01-766-9,6/28/2022,Pooled or Ponded,Yes,Priority,48,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Undetermined,33.496535,-117.655642,2022-06-28
San Juan Capistrano,L01-766-9,9/6/2022,Pooled or Ponded,Yes,Priority,48,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,,Undetermined,33.496535,-117.655642,2022-09-06
San Juan Capistrano,L02-502-1,7/6/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Shopping carts,Abundant (>50 Items),Within area surrounding outfall,,,Clogged,Undetermined,33.52458357,-117.6683659,2022-07-06
San Juan Capistrano,L02-502-1,8/11/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,also clogged with sediment,Abundant (>50 Items),In flow path of outfall,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.52458357,-117.6683659,2022-08-11
San Juan Capistrano,L02-502-5,7/6/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52713039,-117.6699,2022-07-06
San Juan Capistrano,L02-502-5,8/11/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.52713039,-117.6699,2022-08-11
San Juan Capistrano,L02-502-6,8/11/2022,Other - See Comments,Unknown,Not A Priority,NA,NA,NA,NA,,Not present,Not present,"Inaccessible - behind private property, overgrown",,,,,,,33.53046796,-117.6692307,2022-08-11
San Juan Capistrano,L02-541-2,6/28/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,"grate is filled the with trash, leaf litter",Abundant (>50 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.49815467,-117.665789,2022-06-28
San Juan Capistrano,L02-541-2,9/14/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Strainer appears out of alignment,Abundant (>50 Items),Within area surrounding outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.49815467,-117.665789,2022-09-14
San Juan Capistrano,L02-541-6,6/28/2022,Flowing,Yes,Priority,34,NA,NA,NA,Below Average Discharge,Not present,Not present,"covered by metal door, not enough flow for velocity",Moderate (11-50 Items),In flow path of outfall,,,None,Direct Connection,33.49978079,-117.6661049,2022-06-28
San Juan Capistrano,L02-541-6,9/14/2022,Pooled or Ponded,Yes,Priority,34,NA,NA,NA,Below Average Discharge,Not present,Not present,Water dripping from covered pipe; anoxic odor;,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.49978079,-117.6661049,2022-09-14
San Juan Capistrano,L02-541-7,6/28/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,covered with metal door,Moderate (11-50 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.49992872,-117.6664785,2022-06-28
San Juan Capistrano,L02-541-7,9/14/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.49992872,-117.6664785,2022-09-14
San Juan Capistrano,L02-541-9 (L02P02),6/22/2022,Flowing,Yes,Not A Priority,NA,1138.1,0.077,NA,Below Average Discharge,Not present,Not present,Yellow tinted water,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.50399068,-117.6675175,2022-06-22
