FACILITYID,JURISDICTI,PRIORITY,LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,Shape_Area,AREA,PERCENTAGE,JTribArea,EMCgroupArea,PerCentLU,,,,,,Agriculture ,Business ,Developed Open Space ,Highway/ Arterial ,Multi-Family ,Open Space ,Single Family ,Surface Street ,Water ,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,1479580.807,33.96663741,8.642771726,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,26243.26301,0.60246483,0.153296481,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,2295427.303,52.69597073,13.40842899,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,3249.1323,0.074590112,0.018979368,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,9109208.771,209.1194951,53.21021442,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,OSWET,79,Open Space,open space,0.078,1751.384647,0.04020642,0.010230477,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-618-4,SAN JUAN CAPISTRANO,1,EDU,20,Education,business,0.422,359203.5792,8.246212489,7.587639802,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-4,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,2076777.396,47.67643946,43.86882465,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-618-4,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,166350.6212,3.81890006,3.513908735,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L01-618-4,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,431551.733,9.907104207,9.115886633,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-618-4,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,1148578.393,26.36783717,24.26200526,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L01-618-4,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,503297.8286,11.55417451,10.63141588,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-618-4,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,48302.67023,1.108881163,1.020321858,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-618-3,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,689.2618558,0.015823338,0.228396628,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-3,SAN JUAN CAPISTRANO,1,EDU,20,Education,business,0.422,268526.5128,6.164545155,88.98004362,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-3,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,32567.05138,0.747639615,10.79155135,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,177941.5485,4.0849922,1.022545541,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,87773.58028,2.015012199,0.504393066,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,4013092.64,92.12829873,23.06133683,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,1894812.859,43.49909179,10.8885893,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,1446038.344,33.19660534,8.30969537,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,38541.7006,0.884799237,0.221480843,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,4426505.662,101.6189938,25.43702506,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,1269230.506,29.13763963,7.293664719,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,3912440.065,89.81762431,22.4829343,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-618-2,SAN JUAN CAPISTRANO,1,OSFOR,78,Open Space,open space,0.078,135444.3184,3.109386138,0.77833415,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-618-1,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,988291.6683,22.68814558,24.49516548,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-1,SAN JUAN CAPISTRANO,1,EDU,20,Education,business,0.422,216061.017,4.960098284,5.355150239,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-1,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,1391395.636,31.94217634,34.48624271,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-618-1,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,785434.8176,18.03117446,19.46728526,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-618-1,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,618476.2044,14.19831677,15.32915581,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-618-1,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,2190.933747,0.050297119,0.054303083,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-618-1,SAN JUAN CAPISTRANO,1,OSVAC,9999,Developed Open Space,developed open space,0.217,32789.39107,0.752743853,0.812696885,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-602-2,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,660625.6073,15.16593778,24.29525696,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-602-2,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,373882.7286,8.583200737,13.74996195,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-602-2,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,943940.9021,21.66998801,34.71449868,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L01-602-2,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,330367.5119,7.584224824,12.14964044,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-602-2,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,25945.74064,0.595634629,0.954184078,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-602-2,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,380859.4983,8.743365973,14.00654058,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-602-2,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,2833.429046,0.065046841,0.104202571,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-602-2,SAN JUAN CAPISTRANO,1,OSWET,79,Open Space,open space,0.078,699.2803319,0.016053332,0.025716828,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-766-7,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,1819699.349,41.77471597,73.63368472,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-766-7,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,185214.165,4.251949169,7.494645442,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-766-7,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,445001.4003,10.21586732,18.00687176,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-766-7,SAN JUAN CAPISTRANO,1,TROTH,62,Streets and Roads,surface street,0.471,6551.982439,0.150413422,0.265124351,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-766-7,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,11370.16815,0.261024188,0.460091046,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-766-7,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,2330.339036,0.053497437,0.094296594,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-766-7,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,1119.239942,0.025694316,0.045289768,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L02-571-1,SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,2186.136851,0.050186997,0.139278008,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L02-571-1,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,3646.810042,0.083719574,0.232336982,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L02-571-1,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,1522215.241,34.94539324,96.97979631,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L02-571-1,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,24310.8737,0.558103098,1.548837192,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L02-571-1,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,4658.940235,0.106954979,0.29681944,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L02-571-1,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,12602.84649,0.289322702,0.802922906,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,288816.6053,6.630343448,3.003025106,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,5877322.351,134.9252952,61.11056723,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,227720.7329,5.2277696,2.367769254,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,767697.8468,17.62398801,7.982283101,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,523675.0269,12.02197249,5.445009824,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,1932234.192,44.35817083,20.09076931,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,OSFOR,78,Open Space,open space,0.078,55.88668903,0.001282987,5.81E-04,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L02-541-2,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,57512.08237,1.32030102,18.67975275,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L02-541-2,SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,9849.975926,0.226125237,3.19924279,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L02-541-2,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,14427.81589,0.331218402,4.686111552,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L02-541-2,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,76552.7468,1.757416277,24.86410374,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L02-541-2,SAN JUAN CAPISTRANO,1,TROTH,62,Streets and Roads,surface street,0.471,18566.86032,0.426238168,6.030460832,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L02-541-2,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,129190.2277,2.965811398,41.96060048,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L02-541-2,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,1784.899743,0.040975824,0.579730111,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L02-541-7,SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,5609.781328,0.128783374,0.519800041,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L02-541-7,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,735242.6281,16.87891573,68.12728087,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L02-541-7,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,291772.2784,6.698196637,27.03549985,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L02-541-7,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,46594.29517,1.069662111,4.317408312,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,716612.3834,16.45122245,7.398285014,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,EDU,20,Education,business,0.422,355731.0706,8.166494341,3.672557033,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,291956.472,6.702425157,3.014149967,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,3009049.99,69.07855891,31.06534294,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,1510629.765,34.67942626,15.59569694,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,2340808.558,53.73778515,24.1664382,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,TRFWY,61,Freeway,highway/arterial,0.45,505089.1924,11.59529873,5.214525858,3464.826613,50.40070414,1.454638566,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,TROTH,62,Streets and Roads,surface street,0.471,263369.5423,6.046156927,2.719019351,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,6673.551996,0.153204286,0.068897553,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,OSAGNI,71,Agriculture,agriculture,0.222,27.28348298,6.26E-04,2.82E-04,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,494157.2236,11.34433426,5.101664535,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,192090.931,4.409818626,1.98314108,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-766-5,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,440260.9252,10.10704055,15.79820345,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-766-5,SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,87237.71592,2.002710396,3.130414502,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-766-5,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,362698.7934,8.326451886,13.01498498,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L01-766-5,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,263865.6798,6.057546724,9.468484382,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-766-5,SAN JUAN CAPISTRANO,1,TRFWY,61,Freeway,highway/arterial,0.45,242322.6567,5.562984985,8.69544039,3464.826613,50.40070414,1.454638566,,,,,,,,,,,,,,,,,
L01-766-5,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,191477.4232,4.39573437,6.870923845,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L01-766-5,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,691983.9615,15.88582942,24.83096452,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-766-5,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,506931.2717,11.63758722,18.19058406,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-766-4,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,74528.38771,1.710943201,6.612837967,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-766-4,SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,70415.23099,1.616517738,6.247881207,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-766-4,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,672369.8877,15.43555044,59.65878584,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-766-4,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,30515.48692,0.700541988,2.707612182,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L01-766-4,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,255951.7713,5.875867655,22.71037443,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-766-4,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,22412.77704,0.51452862,1.988665896,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-766-4,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,830.369993,0.019062748,0.073677996,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,1550899.751,35.60390161,14.50813652,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,38182.01086,0.876541864,0.357179647,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,2690.987566,0.061776821,0.025173268,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,2148243.544,49.31708304,20.09608332,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,3705163.49,85.05918987,34.6605367,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,1194855.868,27.43022607,11.17746782,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,1949863.276,44.76288052,18.24030379,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,99962.96886,2.294843175,0.935119371,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-726-8,SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,3010.742286,0.069117409,0.213794299,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-726-8,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,899703.5523,20.65443414,63.88839426,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-726-8,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,348064.4457,7.990492147,24.71622845,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-726-8,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,122031.857,2.80147716,8.665542522,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-726-8,SAN JUAN CAPISTRANO,1,OSVAC,9999,Developed Open Space,developed open space,0.217,35431.98318,0.813409663,2.516042651,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-726-9,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,950851.3276,21.82863019,24.45168824,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-726-9,SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,860528.6911,19.75509948,22.12898975,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-726-9,SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,3946.888074,0.090608445,0.101496495,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-726-9,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,1219144.596,27.98782076,31.3510038,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L01-726-9,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,415853.329,9.546716998,10.6939073,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-726-9,SAN JUAN CAPISTRANO,1,TRFWY,61,Freeway,highway/arterial,0.45,333103.8811,7.647043469,8.565957703,3464.826613,50.40070414,1.454638566,,,,,,,,,,,,,,,,,
L01-726-9,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,105265.3421,2.416569403,2.706958758,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-601-1,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,351656.0092,8.072943431,74.74802455,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-601-1,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,110479.1262,2.536261895,23.48345037,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-601-1,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,510.8517394,0.011727589,0.108586679,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-601-1,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,7809.286322,0.179277263,1.659942417,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-724-2,SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,503.5930651,0.011560952,0.0713732,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-724-2,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,481024.53,11.04284789,68.17460819,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-724-2,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,184179.0627,4.228186395,26.10331626,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-724-2,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,39870.06128,0.915294324,5.650701029,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-517-1,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,507261.6322,11.64517129,7.116624674,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-517-1,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,429101.0154,9.850843246,6.02007067,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-517-1,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,5303996.391,121.7634896,74.41239233,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
