OBJECTID,LOCDESC,SIZE1,LASTUPDATE,LASTEDITOR,SIZE2,SIZE3,CatchID,DrainID,INSPECTED,FACTYPE,JURISDICTI,MANAGEMENT,GlobalID,PRIORITY,FLOWMONITSTATUS,FLOWMONITDEPLOY,FLOWMONITRETURN,NEXTINSPECTION,POINT_X,POINT_Y,PERSISTENTFLOW,FACILITYID,SURVEYLINK,ACCESSIBILITY,FLOWMEASCOUNT,LASTDISCHARGE,LASTDISCHARGETREND,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,PRIORITIZATIONSCORE2022,SAMPLECHWSRSDRY,SAMPLECHWSRSWET,SAMPLEDRY,SAMPLEWET,OCFSLOCATION
17518,SWGM-12743Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,010,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{37418B6B-594C-4DC7-93CE-FF723EDE7CC0},NA,NA,NA,NA,NA,-117.628737,33.473374,Unknown,M01-010-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17519,SWGM-12746Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,010,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{6E97F609-4F56-48BB-B997-F0395B240B0C},NA,NA,NA,NA,NA,-117.628673,33.473319,Unknown,M01-010-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17520,SWGM-12785Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,095,M01,Not-Found,NA,SAN CLEMENTE,SOUTH,{D030019D-6C4D-4B96-A2BF-5324C8811DB7},NA,NA,NA,NA,NA,-117.630006,33.47089,Unknown,M01-095-3,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17521,SWGM-12863Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,095,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{CC240628-57B8-4986-8563-EBCC71C9B97A},NA,NA,NA,NA,NA,-117.6308,33.470428,Unknown,M01-095-2,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17522,SWGM-12883Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,095,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{8BC2E0EE-1E19-4533-8071-2D4A8C0F98FA},NA,NA,NA,NA,NA,-117.633433,33.468709,Unknown,M01-095-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17523,SWGM-12900Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,089,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{8C342335-AFC4-451C-B967-FBF5638A1556},NA,NA,NA,NA,NA,-117.635832,33.467468,Unknown,M01-089-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17524,M01-maresAdded,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,038,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{E7E746E3-6890-4222-95CE-15D51B9248B7},NA,NA,NA,NA,NA,-117.636098,33.467385,Unknown,M01-038-5,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17525,SWGM-11452Added (measure size next inspection),48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,013,M03,Verified,Manhole,SAN CLEMENTE,SOUTH,{59CB7B44-4193-4F4B-BBDB-B485ABD651C2},NA,NA,NA,NA,NA,-117.599515,33.472499,Unknown,M02-013-2,NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17526,M02-lapataAdded - measure size next inspection,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,041,M02,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{332C5C81-5E8D-4D26-BD8A-7B30B55E70CE},NA,NA,NA,NA,NA,-117.601439,33.456111,Unknown,M02-041-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17527,SWGM-10716Added,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,072,SC02,Verified,Outfall,SAN CLEMENTE,SOUTH,{AFE85465-D874-46F9-8D88-24275FC65B8E},NA,NA,NA,NA,NA,-117.60114,33.399938,Unknown,SC02-072-4,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17528,SWGM-14764Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,111,SC04,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{1B20AC6A-2B61-4545-8B35-5F2BABF13FA5},NA,NA,NA,NA,NA,-117.602385,33.409482,Unknown,SC04-111-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17529,SWGM-13703Added - duplicate of outfall already in geodatabase ,28,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,068,SC12,Removed from Inventory,Outfall,SAN CLEMENTE,SOUTH,{AC55FDC5-72A8-42C4-9711-53A27C38F083},NA,NA,NA,NA,NA,-117.620249,33.419619,Unknown,SC12-068-5,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17530,SWGM-14199Added,44,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,070,M00.1,Verified,Outfall,SAN CLEMENTE,SOUTH,{F5E329B4-B15E-41B2-BB87-FB07B06BBEE9},NA,NA,NA,NA,NA,-117.60583554,33.41592528,Unknown,M00.1-070-6,NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17531,SWGM-14200Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,070,M00.1,Removed from Inventory,Outfall,SAN CLEMENTE,SOUTH,{00CFC346-7E5B-43E9-9128-AE7E6A4045B0},NA,NA,NA,NA,NA,-117.60602,33.416123,Unknown,M00.1-070-5,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17532,Avenida Vaquero North ,60,2022-10-04T00:38:30Z,OCENVRESUSER,NA,NA,099,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9},Priority,NA,NA,NA,NA,-117.64228377,33.45679464,Yes,M01-099-1,NA,Easily accessibility,7,0.02625,Below Average Discharge,0.71285714,0.04071428,6.24571428,0.03559,0.072,0.003086,56,NA,NA,NA,NA,NA
17533,SWGM-12451Added,33,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,124,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{829211B3-0C7D-4CDF-B1F1-49629F2B8516},NA,NA,NA,NA,NA,-117.64221617,33.45681232,Yes,M01-124-1,NA,Easily accessibility,5,0.006222,Below Average Discharge,0.7,0.048,23.7,0.012685,0.025714,0.006,NA,NA,NA,NA,NA,NA
17534,SWGM-13063Added measure diameter next inspection. Outfall not found.,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,092,M01,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{47E7AD30-B3FC-4E22-911C-3313ADB14B2E},NA,NA,NA,NA,NA,-117.631734,33.447532,Unknown,M01-092-1,NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17535,M02-cruzAdded,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,041,M02,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{50B120F1-2A4E-4F12-AE52-A951C2583BE6},NA,NA,NA,NA,NA,-117.607897,33.452648,Unknown,M02-041-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17536,M02-5southAdded,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,142,M02,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{6C964502-A6D7-44A3-80CC-CC280A6CCFBB},NA,NA,NA,NA,NA,-117.621177,33.437675,Unknown,M02-142-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17537,M02-picochannelAdded,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,056,M02,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{7EC75E6A-EB12-4BA9-8740-A39709EF9254},NA,NA,NA,NA,NA,-117.61919,33.439646,Unknown,M02-056-2,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17538,SWGM-10075Added - need to verify,32,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,079,SC07,Removed from Inventory,Outfall,SAN CLEMENTE,SOUTH,{D07761A8-EC5E-40AA-A1C2-65938D163907},NA,NA,NA,NA,NA,-117.626785,33.425457,Unknown,SC07-079-6,NA,Easily accessibility,1,0.013333,Equal,0.5,0.04,9,0.013333,0.013333,0.013333,NA,NA,NA,NA,NA,NA
17539,SWGM-13114Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,101,M02,Not-Found,NA,SAN CLEMENTE,SOUTH,{6C97D16D-14C2-4A09-BF57-C7CD6F27C686},NA,NA,NA,NA,NA,-117.632326,33.432301,Unknown,M02-101-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17540,M02-not an outfall picoAdded pump station - open channel M02,NA,2022-07-20T17:02:37Z,OCPWPublisher,NA,NA,061,M02,Removed from Inventory,Box,SAN CLEMENTE,SOUTH,{225C2BC1-A627-451E-AB2E-10DD6A27CC31},NA,NA,NA,NA,NA,-117.631307,33.433376,Yes,M02-061-7,NA,Difficult accessibility,1,0.5,Equal,2.5,0.1,3,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA
17541,380Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,714,L02,Not-Found,Outfall,SAN JUAN CAPISTRANO,SOUTH,{249977CF-C586-4D74-A3B9-5B38351E0791},NA,NA,NA,NA,NA,-117.671947,33.515622,Unknown,L02-714-1,NA,Unaccessible,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17542,Marbella Country Club,54,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,503,L05,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{0D74C298-E380-451C-AD48-D54F338F6F15},Priority,NA,NA,NA,NA,-117.657309,33.510673,Yes,L05-503-1,NA,Easily accessibility,6,0.094286,20% Or More Above Average Discharge,1.11333333,0.05,8.08333333,0.057778,0.111429,0.009,53,NA,NA,Yes,NA,NA
17543,L02-serraAdded,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,524,L02,Not-Found,Outfall,SAN JUAN CAPISTRANO,SOUTH,{BAC1454B-1406-414A-8853-3421D543F2A9},NA,NA,NA,NA,NA,-117.671029,33.519959,Unknown,L02-524-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17545,L01-arroyoAdded,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,749,L01,Not-Found,Outfall,SAN JUAN CAPISTRANO,SOUTH,{D1723A99-9FCC-479C-B5A8-7048B1B66EC4},NA,NA,NA,NA,NA,-117.643832,33.506229,Unknown,L01-749-4,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17546,425Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,579,L01,Not-Found,Outfall,SAN JUAN CAPISTRANO,SOUTH,{1C87A5B5-8E40-4347-A133-3A270565074D},NA,NA,NA,NA,NA,-117.660184,33.492887,Unknown,L01-579-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17547,635Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,579,L01,Not-Found,Outfall,SAN JUAN CAPISTRANO,SOUTH,{9E0455A8-A338-4348-9D53-15F47FCF3190},NA,NA,NA,NA,NA,-117.658963,33.493971,Unknown,L01-579-2,NA,Unaccessible,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17548,San Juan Hills Golf Club,58,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,766,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{897EC9EE-5CAB-4DFE-896A-03DD917D9C2F},Priority,NA,NA,NA,NA,-117.655642,33.496535,Yes,L01-766-9,NA,Easily accessibility,3,0.1,Below Average Discharge,2.93333333,0.23333333,25.33333333,0.173904,0.24,0.1,48,NA,NA,Yes,NA,NA
17550,L01-sjcreekrdAdded.  Private Property.  Riverbank overgrown with veg,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,548,L01,Unverified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{98D25B77-7AAB-4526-AC56-F41C01FDBB20},NA,NA,NA,NA,NA,-117.630555,33.512245,Unknown,L01-548-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17551,L01-estenagaAdded,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,749,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{AAAA11DA-67C2-4E13-B18E-11AAEBB0B8F5},NA,NA,NA,NA,NA,-117.636421,33.509183,Unknown,L01-749-5,NA,Easily accessibility,4,0,Below Average Discharge,0.65,0.7675,91.175,0.008383,0.0324,0,NA,NA,NA,NA,NA,NA
17952,YAP - north of batting cage.  Grate ds no outfall found ,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,073,L03,Removed from Inventory,Culvert,MISSION VIEJO,SOUTH,{22FA98A7-0DE4-42C4-8ECC-BD85FD579324},NA,NA,NA,NA,NA,-117.63953161,33.64150829,Yes,L03-073-5,NA,Easily accessibility,3,0.002533,Below Average Discharge,0.89333333,0.06,23,0.013944,0.0225,0.002533,NA,NA,NA,NA,NA,NA
18352,Ponded water ,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,10006,J01,Removed from Inventory,Outfall,LAKE FOREST,SOUTH,{6760398D-BAD7-4B8C-AA31-8C3E224A2722},NA,NA,NA,NA,NA,-117.683391,33.62846054,Yes,J01-10006-2,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18354,NA,72,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,404,L01,Verified,Outfall,ORANGE CO,SOUTH,{1E7BFD35-867B-41B5-9FF2-898F561EE27E},NA,NA,NA,NA,NA,-117.58552269,33.56345111,Yes,L01-404-2,NA,Easily accessibility,7,0.021,Below Average Discharge,0.80714285,0.07742857,6.59,0.06365,0.23625,0.015273,NA,NA,NA,NA,NA,NA
18754,NA,17,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,662,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{3D2919E9-FAA7-4C64-8997-25276EE794C8},NA,NA,NA,NA,NA,-117.64824711,33.62461198,Unknown,L03-662-4,NA,Easily accessibility,1,0.024,Equal,0.4,0.05,5,0.024,0.024,0.024,NA,NA,NA,NA,NA,NA
18755,NA,20,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,662,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{0B5407F6-248C-4AE2-95D0-E12273D3AA55},NA,NA,NA,NA,NA,-117.64834313,33.62455325,Unknown,L03-662-5,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18756,Concrete drainage ditch,17,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,662,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{672586AA-932D-4A33-8C77-40D01D1FB47A},NA,NA,NA,NA,NA,-117.64833976,33.62456838,Unknown,L03-662-6,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18757,Behind gate of daylight Oso Creek,43,2022-10-04T00:33:29Z,OCENVRESUSER,NA,NA,141,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{F5FE5213-7964-43D8-9FCF-D95DAD36D8E5},Priority,NA,NA,NA,NA,-117.63439422,33.6565667,Yes,L03-141-2,NA,Difficult accessibility,3,0.002,Below Average Discharge,0.4,0.01333333,8,0.005866,0.012,0.002,43,NA,NA,NA,NA,NA
18758,"Behind gate of daylight Oso Creek.  Discharges directly to Oso Reservoir Outlet, not MS4",60,2022-10-04T00:33:31Z,OCENVRESUSER,NA,NA,141,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{E9C93353-55FF-4789-80D4-68FBA02BD5E3},Priority,NA,NA,NA,NA,-117.63437842,33.65655533,Yes,L03-141-3,NA,Difficult accessibility,3,0.00375,Below Average Discharge,0.63333333,0.01333333,5.33333333,0.01245,0.024,0.00375,57,NA,NA,NA,NA,NA
18760,Cherry Ave,33,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,10006,J01,Verified,Outfall,LAKE FOREST,SOUTH,{04DAE3FD-BC37-470C-8935-AA2C85E332E3},NA,NA,NA,NA,NA,-117.68029293,33.62962196,Yes,J01-10006-3,NA,Easily accessibility,2,0.036,Below Average Discharge,0.75,0.08,5,0.078,0.12,0.036,NA,NA,NA,NA,NA,NA
19160,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,749,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{F974B699-BEF5-4874-8BF5-762E5BABC0EC},NA,NA,NA,NA,NA,-117.64028598,33.50766038,Yes,L01-749-2d,NA,Easily accessibility,2,0.083505,Above Average Discharge,1.85,0.275,38.2,0.081752,0.083505,0.08,NA,NA,NA,NA,NA,NA
19161,735Added,32,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,541,L02,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{5FBE424A-82D4-4B9A-878F-235A42E31B77},NA,NA,NA,NA,NA,-117.66742528,33.50201846,Unknown,L02-541-10,NA,Easily accessibility,4,0,Below Average Discharge,0.275,0.01,23.25,0.001378,0.004615,0,NA,NA,NA,NA,NA,NA
19162,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,571,L02,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{14271B65-5166-425D-ABA5-8AD3E70DEEC5},NA,NA,NA,NA,NA,-117.66569469,33.49750943,Yes,L02-571-6,NA,Easily accessibility,2,0.001667,20% Or More Above Average Discharge,0.6,0.0105,63,8.57e-4,0.001667,4.7e-5,NA,NA,NA,NA,NA,NA
19163,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,724,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{66D5C4D3-4FC4-48A0-A65E-4173CCA7A53B},NA,NA,NA,NA,NA,-117.67727683,33.48179806,Unknown,L01-724-5,NA,Easily accessibility,2,0.0144,20% Or More Above Average Discharge,0.2,0.015,2.5,0.0072,0.0144,0,NA,NA,NA,NA,NA,NA
19561,Dana Point Harbor drainage area 4,15,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12107,L00,Verified,Outfall,DANA POINT,SOUTH,{A4FB9C3F-651A-450A-91B9-570B2150FCB2},NA,NA,NA,NA,NA,-117.69914828,33.46156159,Unknown,L00-12107-3,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19562,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12095,L00,Verified,Outfall,DANA POINT,SOUTH,{947F4C90-A7A8-45C6-9B8A-352A36CB3CA4},NA,NA,NA,NA,NA,-117.70618399,33.46250005,Unknown,L00-12095-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19563,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12107,L00,Verified,Outfall,DANA POINT,SOUTH,{F401BE34-D623-49A1-8C01-EE9D89FC3CBE},NA,NA,NA,NA,NA,-117.69705423,33.46107706,Unknown,L00-12107-2,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19564,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12107,L00,Verified,Outfall,DANA POINT,SOUTH,{FA27C98E-D545-4F89-AAA8-03E5953D05DD},NA,NA,NA,NA,NA,-117.69104318,33.46116781,Unknown,L00-12107-4,NA,Unaccessible,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
19565,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11017,LC05,Verified,Outfall,LAGUNA BEACH,SOUTH,{552A1115-2EB7-48DD-A375-4E5A6EF6FC79},NA,NA,NA,NA,NA,-117.76021877,33.51543678,Unknown,LC05-11017-2,NA,Easily accessibility,5,0.135,20% Or More Above Average Discharge,0.508,0.024,4.6,0.033808,0.135,0,NA,NA,NA,NA,NA,NA
19966,NA,36,2022-10-04T00:38:32Z,OCENVRESUSER,NA,NA,124,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},Priority,NA,NA,NA,NA,-117.64220634,33.45679407,Yes,M01-124-2,NA,Easily accessibility,7,0.006,Below Average Discharge,0.47857142,0.04285714,6.78571428,0.019404,0.04,0.005333,48,NA,NA,NA,NA,NA
20366,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,050,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{5C220216-215F-4C0B-966F-6BE29C564302},NA,NA,NA,NA,NA,-117.64415908,33.44584113,Unknown,M01-050-6,NA,Easily accessibility,4,0,Below Average Discharge,0.35,0.045,1,0.0945,0.21,0,NA,NA,NA,NA,NA,NA
20369,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,124,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{F9CEF2B6-FAF2-4C8B-BA3F-44B527ED988A},NA,NA,NA,NA,NA,-117.63913713,33.46508143,Unknown,M01-124-3,NA,Easily accessibility,1,0.0015,Equal,0.25,0.01,10,0.0015,0.0015,0.0015,NA,NA,NA,NA,NA,NA
20370,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,124,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{FA68CCE1-A2A8-414F-8411-9E05511C841E},NA,NA,NA,NA,NA,-117.6391214,33.46509434,Unknown,M01-124-4,NA,Easily accessibility,2,0.0012,20% Or More Above Average Discharge,0.25,0.01,25,6e-4,0.0012,0,NA,NA,NA,NA,NA,NA
20372,Horno_Out_OCFS,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,489,L05,Verified,Box,ORANGE CO,SOUTH,{AB8E0D12-8F63-49AB-B36D-666D80A86575},NA,NA,NA,NA,NA,-117.64662476,33.52889781,Yes,L05-489-3d,NA,Easily accessibility,7,2.053333,Below Average Discharge,4.39571428,0.51571428,7.28571428,2.136918,4.525714,1.08,NA,NA,NA,NA,NA,NA
20373,NA,48,2022-10-04T00:38:12Z,OCENVRESUSER,NA,NA,038,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{AB60FC8E-0055-439B-B787-2F2FED23807A},Priority,NA,NA,NA,NA,-117.63929889,33.46494853,Yes,M01-038-6,NA,Easily accessibility,6,0.008,Below Average Discharge,0.515,0.05833333,24.55666666,0.013791,0.033,0.001667,48,NA,NA,NA,NA,NA
20773,upstream of L04-136-1,NA,2022-10-04T23:32:45Z,OCENVRESUSER,NA,NA,136,L04,Verified,Box,MISSION VIEJO,SOUTH,{B8BEA8A0-3AAC-49CA-83D6-198977198F41},NA,2,2016-07-01T15:19:11Z,2016-07-01T15:19:21Z,NA,-117.67902299000001,33.6084557,Yes,L04-136-1u (L04P07),NA,Easily accessibility,7,0.226573,Below Average Discharge,1.82857142,0.1,4.98,0.228296,0.52,0.09,NA,NA,NA,NA,NA,NA
20775,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,335,L01,Verified,Outfall,ORANGE CO,SOUTH,{65AC036E-2F1F-4616-A08A-A4E7B1D38A11},NA,NA,NA,NA,NA,-117.61274918,33.57739792,Unknown,L01-335-2,NA,Easily accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20776,NA,27,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,418,L03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{923150D8-33AD-40A1-B561-77F6DB32D1D0},NA,NA,NA,NA,NA,-117.67455887,33.54765281,Yes,L03-418-9,NA,Easily accessibility,3,0.0072,20% Or More Above Average Discharge,0.29,0.01666666,7.5,0.005261,0.0072,0.001385,NA,NA,NA,NA,NA,NA
21177,Strand Beach,22,2022-10-04T23:21:35Z,OCENVRESUSER,NA,NA,12020,DP01,Verified,Outfall,DANA POINT,SOUTH,{12E7317E-B0D1-44C4-A834-6F06D9921DC2},NA,NA,NA,NA,NA,-117.7178954,33.46919545,Unknown,DP01-12020-1,NA,Easily accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21178,Strand Beach,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12022,DP01,Verified,Outfall,DANA POINT,SOUTH,{9B0581A6-42F8-4549-B81D-1FC9903C3D97},NA,NA,NA,NA,NA,-117.71778227,33.46902742,Unknown,DP01-12022-3,NA,Easily accessibility,1,0.024,Equal,0.8,0.03,6,0.024,0.024,0.024,NA,NA,NA,NA,NA,NA
21179,Rectangular outfall - Estrella storm drain,NA,2022-10-04T23:21:39Z,OCENVRESUSER,8.5,3.5,075,SC10,Verified,Box,DANA POINT,SOUTH,{92FD4B23-81CC-4502-900C-CEB7FD1AB061},NA,NA,NA,NA,NA,-117.65966764,33.45041126,Unknown,SC10-075-3 (M00S01),NA,Difficult accessibility,1,0.36,Equal,6,0.05,5,0.36,0.36,0.36,NA,NA,NA,NA,NA,NA
21180,2 24” drains side by side at beach ,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,081,SC09,Verified,Outfall,SAN CLEMENTE,SOUTH,{E9218AF6-1B54-445E-9A38-6540931E914C},NA,NA,NA,NA,NA,-117.63778634,33.43542826,Unknown,SC09-081-2d,NA,Difficult accessibility,2,0.012,Below Average Discharge,0.65,0.04,4,0.039,0.066,0.012,NA,NA,NA,NA,NA,NA
21579,Beach outfall,43,2022-10-04T23:21:43Z,OCENVRESUSER,NA,NA,168,M01,Verified,Outfall,DANA POINT,SOUTH,{BCEA4CB4-4C65-4F42-B982-CE82FDFD0ABA},NA,NA,NA,NA,NA,-117.65162851,33.44539958,Unknown,M01-168-1d (M00P03),NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21580,Beach Outfall,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,168,M01,Verified,Outfall,DANA POINT,SOUTH,{CD4DB632-4AF2-493B-8B3C-84DF4057B012},NA,NA,NA,NA,NA,-117.65058197,33.44456111,Unknown,M01-168-2d (M00P03),NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
